id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
5755,0,0,2,1,4,0,0,0,1,2,0,4,2,2,1,0
5756,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5757,1,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0
5758,4,9,7,1,1,2,0,0,1,4,0,0,0,17,3,0
5759,9,6,34,0,1,2,1,0,2,0,0,0,0,0,1,1
5760,0,0,2,0,4,1,1,23,0,1,0,0,2,35,1,1
5761,8,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
5762,3,1,0,3,0,6,1,1,0,5,0,1,0,0,0,1
5763,2,0,1,0,0,0,0,0,1,0,1,0,0,16,1,1
5764,12,0,4,0,0,0,0,0,8,0,3,0,0,7,0,0
5765,1,0,2,0,0,2,1,1,1,0,1,0,1,0,3,0
5766,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
5767,1,1,6,0,3,2,1,0,0,0,0,4,0,2,1,0
5768,3,2,0,1,0,0,0,0,1,1,3,0,1,14,1,0
5769,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1
5770,2,1,0,1,0,0,0,1,1,2,0,1,0,2,0,0
5771,4,0,76,0,1,0,2,2,1,3,0,0,1,5,0,1
5772,4,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1
5773,2,1,55,1,5,7,2,0,2,1,0,0,0,6,1,0
5774,0,0,16,0,0,1,4,0,0,3,40,0,0,4,0,0
5775,1,1,5,0,3,1,0,0,0,1,0,0,0,6,3,0
5776,5,2,2,5,1,27,0,0,2,0,0,1,0,11,0,1
5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5778,0,0,1,1,1,1,0,0,2,0,0,0,0,4,2,1
5779,7,0,8,0,1,1,0,6,1,0,1,0,0,18,1,0
5780,3,0,19,0,0,0,0,1,1,3,0,1,1,12,2,0
5781,1,0,8,1,1,0,1,2,0,0,0,0,0,9,3,0
5782,1,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0
5783,0,11,0,0,3,0,0,7,0,2,0,0,1,0,0,0
5784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5785,2,10,5,0,0,1,0,1,0,3,0,0,1,7,0,1
5786,0,0,0,0,1,3,0,1,1,0,2,0,0,6,1,0
5787,0,0,0,1,0,0,0,0,1,2,0,0,0,12,0,1
5788,0,0,4,0,0,2,1,0,2,1,10,1,0,0,0,0
5789,0,3,8,0,1,0,0,2,0,0,0,0,0,5,0,0
5790,3,0,1,0,1,6,1,1,0,0,0,0,0,64,0,1
5791,5,0,1,0,1,0,0,1,0,2,0,0,0,6,2,1
5792,15,19,0,0,0,15,8,2,0,11,3,3,0,3,1,0
5793,3,0,0,2,0,0,1,0,1,0,0,0,0,4,0,1
5794,0,1,2,0,0,1,1,0,3,1,0,0,1,2,0,0
5795,0,0,5,0,0,0,0,0,1,1,5,1,1,9,2,0
5796,1,0,6,1,0,9,2,0,5,7,0,0,1,7,1,0
5797,11,1,2,0,0,2,0,0,5,2,0,3,0,4,5,1
5798,1,0,2,3,1,1,0,0,1,2,1,0,0,0,0,0
5799,4,1,8,0,6,12,0,0,1,0,0,0,0,8,0,0
5800,3,9,2,2,4,2,2,6,8,0,2,2,26,2,4,0
5801,0,2,2,0,2,5,0,0,0,3,4,0,0,2,1,1
5802,0,0,2,0,1,1,1,0,2,1,0,0,0,28,0,0
5803,0,0,13,0,0,0,0,0,5,4,0,0,0,18,0,0
5804,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
5805,1,0,0,2,0,1,0,2,0,0,2,0,0,2,2,1
5806,6,2,0,3,0,0,0,0,2,4,0,0,2,2,3,0
5807,9,0,7,0,0,1,0,0,1,0,2,0,1,1,1,0
5808,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
5809,3,0,4,0,0,0,0,0,6,0,2,0,1,4,0,0
5810,3,6,0,0,0,8,0,0,0,7,2,0,3,0,0,0
5811,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
5812,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5813,0,0,2,1,0,0,0,0,1,6,2,0,0,44,0,1
5814,2,0,8,0,2,0,6,1,0,6,3,1,0,14,0,0
5815,0,0,0,0,0,0,0,1,2,2,0,0,0,20,0,1
5816,10,1,5,0,5,10,0,0,1,0,4,0,0,0,1,1
5817,5,0,0,1,2,4,0,0,3,5,0,4,0,0,0,1
5818,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0
5819,3,0,0,0,1,0,0,5,1,4,1,0,0,0,0,0
5820,4,6,0,1,6,1,0,0,0,0,1,0,0,0,0,1
5821,2,8,0,1,0,0,2,1,0,2,0,1,6,0,0,1
5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5823,0,0,22,0,1,0,0,1,1,5,8,0,0,9,16,1
5824,1,0,3,0,1,0,0,0,3,0,0,0,0,2,0,1
5825,3,0,0,0,0,3,0,1,0,0,1,5,1,2,0,1
5826,0,0,2,0,3,0,0,0,6,0,0,0,0,7,0,0
5827,8,0,1,0,2,35,0,0,0,0,0,0,1,45,0,1
5828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5829,2,4,10,0,4,1,0,0,0,0,0,1,3,5,0,1
5830,3,0,7,0,0,7,0,0,0,1,14,0,0,0,1,1
5831,3,1,0,0,1,1,0,5,4,8,2,0,1,2,0,0
5832,0,6,7,0,0,0,0,0,0,2,0,1,0,0,0,1
5833,2,2,0,1,0,0,0,0,6,2,1,1,0,6,1,0
5834,6,0,53,1,0,8,0,0,1,3,1,0,2,11,1,0
5835,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1
5836,2,1,15,3,0,3,1,0,1,2,1,2,1,1,1,0
5837,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0
5838,29,2,1,2,0,0,0,0,0,4,0,3,2,3,0,1
5839,2,0,0,1,0,0,0,0,0,2,1,0,0,2,5,0
5840,1,1,0,0,0,0,2,0,0,1,0,0,0,18,0,0
5841,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1
5842,5,1,34,1,0,37,1,3,7,0,2,0,2,3,3,0
5843,2,5,9,1,10,2,0,0,4,0,0,0,0,4,1,1
5844,0,0,1,1,0,8,0,1,0,1,6,7,1,17,1,1
5845,1,0,2,2,0,5,0,3,1,3,0,0,0,4,0,0
5846,1,1,47,2,1,2,4,0,3,5,45,0,0,3,2,1
5847,2,2,2,0,1,0,1,0,0,1,0,1,0,1,0,0
5848,4,1,1,0,0,1,0,0,0,7,0,0,1,0,0,1
5849,0,1,7,1,0,1,3,1,0,6,28,6,3,2,1,0
5850,0,4,5,0,1,3,0,1,1,6,0,0,0,3,0,1
5851,0,1,8,1,0,6,0,0,0,0,0,0,1,11,1,0
5852,1,2,26,0,0,0,0,2,1,1,0,2,0,44,7,0
5853,4,3,0,0,0,0,4,0,0,1,0,1,0,2,0,0
5854,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0
5856,0,3,0,0,3,0,0,2,2,0,1,0,0,4,1,0
5857,3,0,0,0,1,1,0,4,0,0,0,0,1,0,0,1
5858,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1
5859,32,20,0,0,1,30,2,1,0,1,0,1,1,0,6,0
5860,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1
5861,7,1,1,1,2,1,1,0,2,2,0,0,1,2,2,0
5862,3,2,7,0,2,7,1,0,1,6,0,2,0,0,2,1
5863,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
5864,2,0,1,1,1,0,0,0,7,0,1,0,0,3,2,0
5865,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5866,5,1,6,0,0,0,0,0,0,0,0,1,1,1,0,0
5867,4,0,9,3,1,38,1,0,2,4,6,0,20,4,1,1
5868,0,0,9,0,4,0,0,1,0,0,2,0,0,4,0,1
5869,0,0,0,0,1,1,0,2,1,0,1,2,0,9,0,0
5870,2,1,1,0,2,0,0,0,0,0,2,0,0,0,0,1
5871,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0
5872,6,0,0,1,1,0,1,0,2,3,6,0,0,10,1,1
5873,1,4,7,0,2,3,0,1,3,0,0,0,1,9,0,0
5874,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0
5875,0,0,8,0,0,1,0,3,0,1,0,0,0,4,0,1
5876,1,0,1,3,1,1,0,0,1,0,1,0,0,12,1,1
5877,1,0,0,0,0,0,0,0,2,0,2,0,0,5,0,1
5878,0,0,5,1,0,0,0,0,0,0,0,0,0,19,0,0
5879,2,0,2,0,0,1,2,1,0,4,2,5,0,2,2,1
5880,10,3,25,2,1,0,0,0,3,5,0,0,0,30,0,0
5881,0,1,1,0,2,1,1,0,0,2,0,1,0,15,0,0
5882,0,0,4,0,0,2,0,0,0,2,0,0,1,12,0,1
5883,4,5,60,1,1,0,0,0,1,2,3,1,1,49,0,0
5884,0,1,25,0,0,4,0,0,4,2,3,0,0,3,1,1
5885,5,0,89,0,0,7,0,0,0,46,0,0,0,0,2,0
5886,4,0,4,0,2,0,0,0,3,0,0,0,0,4,0,1
5887,4,0,0,1,0,22,0,1,1,0,1,5,18,51,2,0
5888,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
5889,0,3,6,2,0,0,0,0,9,5,0,0,0,2,0,1
5890,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
5891,0,0,22,1,0,0,3,1,0,2,4,0,0,10,0,0
5892,6,1,14,1,2,1,0,0,0,2,1,0,0,20,1,0
5893,5,0,16,2,0,12,2,2,0,0,11,2,0,7,0,0
5894,0,1,0,3,0,5,0,0,0,3,0,0,2,2,1,0
5895,5,1,2,1,4,0,4,3,0,0,0,1,0,2,0,1
5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5897,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1
5898,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5899,2,0,0,0,0,5,0,0,2,0,0,0,1,1,0,0
5900,0,3,8,0,3,1,0,0,1,0,0,0,0,7,0,1
5901,3,7,13,1,0,0,0,0,0,1,9,0,1,6,0,0
5902,0,0,4,1,0,1,0,0,0,1,0,0,2,1,1,0
5903,0,1,1,0,0,0,1,0,1,0,0,0,0,29,0,0
5904,1,0,0,0,0,1,0,1,1,18,4,0,0,7,3,1
5905,2,0,0,0,1,3,0,0,1,4,0,0,0,9,0,0
5906,0,1,7,0,1,0,0,0,1,1,2,0,0,0,2,0
5907,0,4,2,0,3,0,1,0,0,4,0,0,1,0,0,0
5908,0,0,0,0,0,1,0,0,1,7,0,0,0,0,4,1
5909,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,1
5910,1,1,0,0,0,46,0,4,0,3,3,0,0,30,1,1
5911,0,7,1,6,0,3,2,0,2,3,8,19,2,8,3,0
5912,4,1,0,2,0,1,5,5,0,8,0,1,0,6,0,0
5913,0,7,4,1,2,7,0,0,2,23,5,0,1,11,0,0
5914,6,0,2,2,2,1,0,1,1,2,0,0,1,14,1,0
5915,1,0,12,1,2,0,1,1,0,0,0,9,0,0,13,0
5916,0,0,0,1,1,0,0,2,1,0,3,0,0,1,0,0
5917,0,0,28,0,0,0,4,0,0,4,1,0,0,15,1,0
5918,1,0,3,1,0,0,5,0,3,1,0,1,0,6,1,1
5919,0,12,0,0,0,0,0,0,0,5,0,1,1,5,0,0
5920,0,2,6,2,2,1,1,0,0,30,25,0,1,7,1,0
5921,0,2,3,0,2,0,0,0,0,0,0,0,1,3,0,1
5922,0,6,45,1,0,0,0,1,0,2,0,0,1,7,0,1
5923,0,0,2,0,0,0,1,0,0,3,2,0,2,0,3,0
5924,5,2,0,1,0,2,1,0,15,0,0,6,1,2,0,0
5925,0,0,7,0,2,1,0,0,0,0,0,0,0,1,0,1
5926,0,4,0,0,0,1,0,0,0,10,0,0,0,5,1,1
5927,0,0,0,0,0,1,0,0,0,0,0,2,0,13,0,1
5928,7,2,0,1,0,0,0,0,0,2,0,2,1,9,0,1
5929,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,1
5930,6,2,0,0,1,0,0,0,0,37,1,26,4,0,0,0
5931,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
5932,6,6,0,1,4,0,0,0,2,8,0,0,1,0,0,1
5933,0,1,7,1,2,2,0,6,9,9,3,0,0,3,2,1
5934,0,0,0,0,0,1,0,0,0,0,3,0,0,5,1,1
5935,1,5,2,4,2,0,0,3,0,1,3,0,0,0,1,1
5936,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
5937,0,1,9,0,0,0,1,1,1,1,0,0,2,4,1,0
5938,4,1,4,0,0,0,0,0,0,9,0,0,3,2,2,1
5939,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1
5940,15,3,0,3,0,0,1,2,0,8,0,0,0,0,4,1
5941,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5942,8,0,0,2,17,1,0,0,8,3,0,0,0,10,4,1
5943,1,0,0,0,2,7,0,0,0,3,0,0,1,1,0,1
5944,4,0,6,2,0,0,0,5,1,0,0,0,0,2,0,0
5945,1,0,1,2,0,8,1,0,0,0,4,0,1,1,0,1
5946,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,1
5947,3,1,31,1,0,27,2,3,3,1,5,0,6,0,36,0
5948,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
5949,0,3,2,1,0,0,0,0,7,1,0,0,0,7,3,1
5950,4,0,11,0,1,1,0,0,0,0,1,0,0,0,0,1
5951,2,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0
5952,0,3,20,0,2,0,2,1,1,0,0,0,2,34,3,1
5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5954,0,0,2,0,5,0,0,1,0,1,0,0,0,9,0,1
5955,2,1,3,3,3,0,0,0,0,2,3,1,0,10,0,1
5956,9,1,2,0,4,0,0,7,8,1,0,1,6,34,0,0
5957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5958,2,1,1,1,1,1,3,1,0,4,1,0,1,0,1,0
5959,0,1,0,0,6,0,0,3,1,0,1,0,0,4,0,1
5960,3,0,0,0,4,0,0,0,4,0,1,0,1,4,0,1
5961,1,0,0,0,8,0,0,1,3,0,0,0,1,0,0,1
5962,3,12,2,1,1,4,1,0,2,7,7,0,0,1,1,0
5963,0,0,0,0,1,0,2,2,0,4,0,4,0,0,1,0
5964,7,0,70,1,0,2,2,0,2,6,8,0,2,9,4,0
5965,5,1,104,1,9,0,0,0,0,2,0,1,0,9,2,0
5966,1,1,1,0,0,0,0,0,6,0,2,5,0,0,0,0
5967,3,1,6,3,0,46,0,1,0,1,0,1,1,0,26,0
5968,0,0,2,0,0,0,0,0,0,5,0,0,0,5,1,1
5969,2,0,1,0,5,0,0,1,0,0,2,0,0,2,0,1
5970,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1
5971,0,5,0,0,0,8,0,0,1,1,0,0,1,2,8,1
5972,0,9,1,0,0,0,1,0,0,1,0,2,0,0,4,1
5973,0,9,1,1,0,1,2,1,0,1,4,0,1,3,0,0
5974,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
5975,0,0,4,0,2,1,0,0,24,0,0,0,2,12,0,0
5976,1,7,0,0,0,1,0,6,0,0,0,0,0,17,0,1
5977,0,4,7,3,2,10,0,0,0,2,0,4,0,0,0,0
5978,0,1,0,0,0,2,0,1,1,7,0,0,0,2,9,0
5979,0,0,17,0,0,0,0,0,0,0,0,1,0,28,0,0
5980,1,0,2,3,4,1,0,0,2,0,0,0,0,2,0,0
5981,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0
5982,1,0,8,1,0,0,0,0,0,0,0,0,0,17,1,0
5983,6,5,0,0,1,3,0,0,0,1,0,0,1,9,1,1
5984,0,0,3,0,0,1,0,0,1,0,2,0,0,1,2,1
5985,3,7,2,1,2,0,1,0,5,8,1,0,0,4,1,1
5986,2,0,70,0,0,4,0,2,2,3,33,1,2,14,1,0
5987,0,0,7,0,1,0,0,0,0,7,0,0,0,0,0,0
5988,3,0,2,1,1,0,0,3,1,11,0,0,0,0,1,0
5989,5,0,11,0,0,0,0,1,0,1,1,1,0,7,1,1
5990,1,9,3,0,2,0,0,2,0,1,0,3,1,4,0,1
5991,0,0,13,3,2,0,0,0,0,0,10,0,0,3,0,0
5992,0,0,1,2,0,0,1,0,0,1,0,0,1,3,7,0
5993,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1
5994,2,3,10,1,0,3,0,0,7,1,4,20,2,30,1,1
5995,1,0,3,0,1,5,1,1,2,3,0,0,0,4,3,0
5996,0,0,7,1,0,0,4,0,0,4,0,0,1,0,1,0
5997,5,3,83,0,8,1,1,1,13,0,1,30,1,2,0,0
5998,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,1
5999,38,0,1,0,1,0,2,1,1,30,1,0,1,4,3,0
6000,6,0,6,1,0,1,0,2,0,2,1,1,0,4,1,0
6001,5,0,0,1,0,1,2,1,0,4,2,0,1,22,17,0
6002,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0
6003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,0,14,2,0,1,0,0,0,0,0,0,0,0,7,2,1
6005,2,1,8,4,0,2,1,0,1,7,1,0,0,3,2,0
6006,0,0,1,1,0,9,0,2,0,0,0,0,0,18,0,1
6007,0,1,0,0,0,0,4,0,0,1,2,0,3,8,2,1
6008,0,1,0,0,0,2,0,0,4,14,0,0,0,0,0,1
6009,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
6010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6011,0,0,4,2,27,0,0,0,0,3,1,0,0,0,0,0
6012,3,1,5,2,1,2,0,0,0,2,0,0,0,2,2,1
6013,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0
6014,0,1,5,0,8,0,7,1,0,25,0,0,1,2,0,1
6015,3,7,3,0,0,0,1,3,1,1,0,1,0,12,0,1
6016,1,4,2,0,0,1,0,0,0,3,1,0,0,5,2,1
6017,2,1,3,1,1,0,3,0,0,0,0,0,0,2,0,0
6018,0,0,0,0,10,1,0,0,0,1,0,0,0,11,0,0
6019,0,0,1,2,1,0,0,0,0,4,0,0,0,0,0,1
6020,2,8,7,1,3,0,0,4,1,1,7,1,0,5,14,0
6021,1,0,2,0,4,1,0,0,0,1,0,17,0,0,2,1
6022,4,22,0,3,0,5,3,0,0,4,0,1,2,6,1,0
6023,2,1,14,0,1,0,0,0,1,0,0,0,0,0,0,0
6024,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6026,0,2,2,1,0,2,0,1,7,0,0,1,1,4,3,1
6027,2,0,4,1,0,0,0,0,2,1,0,0,0,0,1,1
6028,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1
6029,0,0,2,0,0,0,0,1,7,0,0,0,0,5,0,1
6030,0,1,2,0,1,2,0,0,0,3,0,5,0,0,4,0
6031,3,0,1,0,0,0,0,0,1,0,0,0,1,5,1,0
6032,0,0,0,0,0,0,1,0,2,0,1,0,0,15,1,1
6033,3,22,6,0,8,0,0,0,0,0,42,0,0,11,0,0
6034,0,0,0,0,0,0,0,0,5,3,11,0,0,6,6,1
6035,0,6,2,0,0,11,0,0,2,2,0,7,2,1,0,0
6036,6,1,0,1,1,0,0,0,1,9,1,1,0,6,1,0
6037,0,0,4,0,8,0,0,2,0,2,1,0,1,23,1,1
6038,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0
6039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
6040,5,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0
6041,0,2,54,0,2,0,0,0,1,9,1,0,0,8,37,0
6042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6043,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
6044,3,0,4,1,1,3,1,0,0,4,4,0,1,14,0,1
6045,0,8,0,6,0,0,0,0,0,32,7,5,2,0,1,1
6046,2,3,5,1,1,0,3,1,2,2,0,0,1,4,0,0
6047,0,18,0,1,0,2,0,0,0,1,0,0,2,13,2,1
6048,0,0,6,0,0,0,0,2,0,4,2,4,0,1,0,1
6049,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
6050,2,4,6,0,1,1,0,0,0,2,0,0,0,5,0,1
6051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6052,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6053,1,13,8,2,0,1,1,6,0,3,0,0,1,9,0,1
6054,7,2,0,0,2,0,0,0,0,7,0,0,0,4,5,0
6055,1,0,2,0,3,0,0,1,0,0,2,0,0,1,0,0
6056,1,0,0,0,1,0,0,0,0,3,2,0,0,3,0,0
6057,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1
6058,2,0,1,0,1,1,0,1,0,0,7,0,1,0,1,0
6059,0,6,13,1,0,1,1,0,0,2,0,0,1,6,2,0
6060,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1
6061,1,2,21,0,7,8,2,1,0,0,0,1,1,7,0,0
6062,1,2,7,1,1,1,2,1,1,2,4,1,0,5,0,0
6063,2,0,2,0,1,24,0,2,0,1,1,2,0,15,2,1
6064,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
6065,0,0,2,0,7,5,0,0,2,0,0,0,0,10,2,0
6066,1,0,12,2,4,3,0,2,1,4,3,2,0,6,1,0
6067,3,2,1,0,0,0,0,0,0,4,0,11,0,1,2,0
6068,1,2,0,0,0,0,0,1,1,0,0,0,1,4,4,0
6069,1,0,2,0,0,0,0,0,5,0,0,0,0,0,1,1
6070,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1
6071,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
6072,2,23,0,0,0,2,0,1,1,0,13,0,1,8,0,1
6073,40,12,36,2,3,6,1,2,0,3,2,5,1,21,4,0
6074,0,2,6,0,2,0,0,0,0,4,0,0,2,9,1,0
6075,0,0,4,0,0,0,0,0,1,1,0,0,1,1,0,1
6076,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0
6077,0,0,1,0,7,0,2,1,0,6,4,0,0,1,0,1
6078,0,0,1,1,0,7,0,0,0,1,0,0,2,1,0,1
6079,1,0,0,0,0,1,0,2,0,10,0,0,0,1,0,0
6080,3,0,1,0,3,1,0,1,3,1,7,0,2,7,2,1
6081,0,7,5,0,2,7,0,1,0,3,0,4,0,0,0,1
6082,1,0,1,0,0,1,0,0,0,0,2,0,0,2,3,0
6083,0,0,0,0,3,0,1,0,1,0,0,0,0,15,0,1
6084,48,8,9,1,0,0,1,2,1,2,37,0,2,1,0,0
6085,5,1,1,0,1,1,2,3,1,3,0,0,1,5,1,1
6086,2,0,5,1,3,50,0,2,0,0,3,30,0,3,0,0
6087,1,0,3,0,0,102,0,0,2,1,0,2,1,11,0,0
6088,3,6,4,0,0,2,0,0,1,0,0,0,0,8,0,0
6089,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6090,0,0,1,0,1,7,0,10,0,0,2,0,0,1,0,0
6091,0,0,0,0,0,0,0,1,0,2,0,1,0,3,1,1
6092,0,0,6,1,0,3,0,0,1,2,0,0,0,1,0,0
6093,0,2,8,1,0,1,1,0,0,1,0,1,3,0,4,1
6094,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6095,3,1,0,0,1,0,2,1,1,9,0,0,0,2,2,0
6096,21,1,1,3,0,2,4,0,4,0,14,0,0,0,0,0
6097,3,1,11,0,0,0,1,2,2,0,2,0,0,12,2,0
6098,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,1
6099,0,10,0,0,0,0,1,1,0,1,2,0,0,13,0,0
6100,0,0,4,1,0,0,0,2,1,3,0,3,0,1,2,0
6101,2,11,2,2,0,0,1,3,0,3,2,0,2,2,4,0
6102,0,0,0,1,2,0,1,2,10,0,2,0,1,0,2,1
6103,2,0,8,1,0,0,0,2,0,0,1,0,0,16,0,1
6104,0,11,0,0,3,0,0,0,0,0,0,0,1,5,0,1
6105,0,0,0,0,1,1,0,2,2,0,0,0,1,7,0,1
6106,1,1,11,3,0,0,0,1,0,1,0,0,0,9,3,1
6107,1,2,50,1,0,1,2,1,1,2,2,0,0,5,1,0
6108,2,0,2,2,1,0,0,0,0,0,5,3,1,10,1,0
6109,1,0,8,0,2,0,1,0,2,4,7,0,0,6,0,0
6110,2,0,3,0,0,2,0,0,0,0,0,0,0,10,0,1
6111,8,0,0,0,0,0,0,0,0,6,1,0,1,2,0,1
6112,7,8,0,8,0,1,11,2,23,1,2,2,1,9,1,0
6113,4,0,54,4,2,0,0,1,0,0,6,0,0,28,1,1
6114,4,17,7,0,1,2,1,10,3,2,1,1,3,21,9,0
6115,38,0,3,1,6,0,0,1,1,0,6,0,0,1,2,0
6116,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
6117,3,14,11,0,10,0,2,0,9,2,0,4,0,5,1,1
6118,0,0,89,0,0,0,1,0,2,3,0,0,0,2,0,1
6119,2,0,0,0,1,2,0,0,0,0,8,0,0,0,2,1
6120,0,0,2,0,1,1,0,0,0,7,4,0,0,5,0,0
6121,0,1,5,0,0,56,0,0,1,10,0,7,0,109,1,0
6122,0,7,7,0,1,0,0,0,0,0,0,0,0,2,0,0
6123,4,0,2,0,0,0,0,0,1,2,0,0,0,7,6,1
6124,0,0,2,0,1,1,0,0,1,0,0,0,0,6,0,1
6125,0,0,89,0,1,1,0,1,0,1,0,0,1,4,43,0
6126,0,0,3,0,1,0,0,0,0,1,4,0,1,9,0,0
6127,0,4,0,0,0,1,0,0,1,3,0,0,0,4,0,1
6128,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1
6129,0,0,2,0,2,0,0,2,0,1,7,0,1,0,2,0
6130,6,1,3,0,0,2,1,0,3,0,24,1,1,7,1,1
6131,2,0,1,0,1,1,0,5,8,0,0,0,0,2,4,0
6132,4,0,9,0,0,1,0,0,0,2,0,0,0,0,3,1
6133,1,2,4,0,0,0,0,1,1,0,0,0,0,25,0,1
6134,7,1,5,1,1,0,0,2,3,3,1,0,0,7,2,0
6135,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1
6136,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
6137,0,0,2,0,0,1,6,0,3,0,0,0,0,14,4,1
6138,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0,1
6139,0,2,12,0,0,0,0,0,0,2,0,0,0,6,0,1
6140,4,9,7,1,0,1,0,2,1,1,0,0,3,0,1,0
6141,4,2,15,0,3,30,2,0,1,1,0,3,3,5,4,0
6142,4,0,0,0,0,0,2,1,0,9,2,1,0,12,1,0
6143,0,0,0,0,8,0,0,1,0,3,0,0,1,21,7,0
6144,5,1,5,0,0,3,0,0,6,3,10,0,1,6,0,0
6145,3,1,8,0,2,1,0,2,0,0,1,2,0,0,3,1
6146,1,0,14,1,12,0,0,0,2,0,10,20,2,11,0,1
6147,1,7,16,7,5,0,1,3,1,4,0,0,0,3,0,0
6148,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1
6149,1,0,4,0,1,0,0,1,1,1,1,0,1,0,0,0
6150,0,1,5,0,1,1,1,0,0,1,0,0,0,9,0,1
6151,0,1,6,0,3,13,0,1,4,2,8,0,6,50,1,0
